,Num Seq deste Período Letivo,Periodos Cursados,Data Última Alteração Matrícula,Nível de Ensino,Previsão de Término (Letivo),Tipo_Escola_Origem,Fluxo Escolar - Label,Dt Ref Início Matrícula,Idade (Hoje),Matrícula retida?,Cód. da Matriz,Etnia,Periodo Letivo (Num),Última Alteração de Situação,CH. Disc. Obrigatórias,Dt Ref Início Período Letivo,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Modalidade do Curso,Estado Aluno,Cód. do Curso,Data Início Período,Forma de Ingresso,Faixa Etária,Sexo,Data Final Período,Ingressantes em (Período Letivo),Duracao curso,CH. Disc. Optativas,Tipo de Modalidade,Tipo de Modalidade (grupo),Estrutura Etária,CH,Campus (Nome),É matrícula retida neste período letivo?,Cidade Aluno
1328,1,1,2018-03-06 07:15:00,Técnico,2018/2,E,Evadidos,42742,23,Dentro do prazo,4738,Branca,20172,43165,1200,42742,Subsequente,2017,Subsequente,CE,9205,42996.0,Seleção Técnico,20 a 24 anos,F,43164.0,20172,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1329,3,2,2017-06-27 11:58:00,Técnico,2017/2,E,Evadidos,42376,29,Dentro do prazo,4767,Parda,20171,42913,800,42736,Subsequente,2016,Subsequente,CE,9200,42821.0,Seleção Técnico,25 a 29 anos,F,42996.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1333,1,1,2016-01-22 15:14:00,Graduação,2019/1,E,Evadidos,42011,32,Dentro do prazo,3344,Parda,20152,42391,2840,42011,Licenciatura,2015,Licenciatura,CE,9409,42296.0,Sisu,30 a 34 anos,M,42445.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2840,Iguatu,Não Retida,Acopiara
1334,3,2,2017-04-18 17:14:00,Graduação,2019/2,M,Evadidos,42376,24,Dentro do prazo,6920,Branca,20171,42843,2360,42736,Tecnologia,2016,Tecnologia,CE,9306,42821.0,Sisu,20 a 24 anos,F,42996.0,20162,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Saboeiro
1336,5,5,2017-08-11 08:18:00,Graduação,2018/2,E,Evadidos,42005,23,Dentro do prazo,3344,Parda,20171,42958,2840,42736,Licenciatura,2015,Licenciatura,CE,9409,42821.0,Sisu,20 a 24 anos,F,42996.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2840,Iguatu,Não Retida,Quixelô
1337,1,2,2018-10-19 20:32:00,Técnico,2019/1,E,Evadidos,43101,21,Dentro do prazo,4797,Parda,20181,43392,1200,43101,Subsequente,2018,Subsequente,CE,9210,43164.0,Seleção Técnico,20 a 24 anos,M,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Quixelô
1338,3,3,2017-04-18 17:53:00,Graduação,2019/1,P,Evadidos,42370,23,Dentro do prazo,6920,Parda,20171,42843,2360,42736,Tecnologia,2016,Tecnologia,CE,9306,42821.0,Sisu,20 a 24 anos,F,42996.0,20161,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1339,1,2,2017-10-02 18:47:00,Técnico,2018/1,E,Evadidos,42736,23,Dentro do prazo,4797,Parda,20171,43010,1200,42736,Subsequente,2017,Subsequente,CE,9210,42821.0,Seleção Técnico,20 a 24 anos,M,42996.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1340,5,4,2020-01-24 10:23:00,Técnico,2018/1,P,Evadidos,42736,18,Fora do prazo,6799,Preta,20191,43854,3440,43466,Integrado,2017,Integrado,CE,9117,43521.0,Seleção Técnico,15 a 19 anos,F,43864.0,20171,3,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3440,Iguatu,Retida,Iguatu
1346,1,1,2016-09-02 18:10:00,Técnico,2017/2,E,Evadidos,42376,24,Dentro do prazo,4767,Branca,20162,42615,800,42376,Subsequente,2016,Subsequente,CE,9200,42604.0,Seleção Técnico,20 a 24 anos,F,42821.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Quixelô
1347,1,1,2016-03-29 19:37:00,Graduação,2019/2,E,Evadidos,42370,22,Dentro do prazo,4487,Preta,20161,42458,2680,42370,Bacharelado,2016,Bacharelado,CE,9500,42445.0,Sisu,20 a 24 anos,F,42604.0,20161,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Cedro
1348,3,3,2017-04-07 17:48:00,Técnico,2016/2,E,Evadidos,42011,29,Dentro do prazo,4787,Preta,20162,42832,1040,42376,Subsequente,2015,Subsequente,CE,9207,42604.0,Seleção Técnico,25 a 29 anos,F,42821.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Iguatu
1349,1,1,2019-09-06 12:09:00,Graduação,2022/2,E,Evadidos,43472,19,Dentro do prazo,6920,Branca,20192,43714,2360,43472,Tecnologia,2019,Tecnologia,CE,9306,43696.0,Sisu,15 a 19 anos,M,43864.0,20192,7,80,Regular,Regular,Jovem (<= 19 anos),2440,Iguatu,Não Retida,Iguatu
1350,3,2,2017-04-12 16:18:00,Técnico,2017/1,M,Evadidos,42370,19,Dentro do prazo,6799,Parda,20171,42837,3440,42736,Integrado,2016,Integrado,CE,9117,42821.0,Transferência Interna,15 a 19 anos,M,43164.0,20161,3,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3440,Iguatu,Não Retida,Iguatu
1351,1,2,2017-10-09 09:30:00,Técnico,2019/2,M,Evadidos,42736,18,Dentro do prazo,4739,Parda,20171,43017,3640,42736,Integrado,2017,Integrado,CE,9114,42821.0,Transferência Interna,15 a 19 anos,M,42996.0,20171,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Acopiara
1352,1,1,2018-03-20 00:00:00,Técnico,2020/2,M,Evadidos,43101,19,Dentro do prazo,4739,Branca,20181,43179,3640,43101,Integrado,2018,Integrado,CE,9114,43164.0,Seleção Técnico,15 a 19 anos,M,43346.0,20181,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1353,1,1,2017-04-05 17:34:00,Técnico,2017/2,E,Evadidos,42376,24,Dentro do prazo,4807,Parda,20162,42830,1200,42376,Subsequente,2016,Subsequente,CE,9226,42604.0,Seleção Técnico,20 a 24 anos,F,42821.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Acopiara
1356,7,7,2018-03-07 08:55:00,Técnico,2016/1,E,Evadidos,42005,27,Fora do prazo,4787,Parda,20181,43166,1040,43101,Subsequente,2015,Subsequente,CE,9207,43164.0,Vestibular,25 a 29 anos,M,43346.0,20151,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Retida,Iguatu
1362,3,2,2017-09-19 16:20:00,Técnico,2017/2,F,Evadidos,42376,23,Dentro do prazo,4797,Parda,20171,42997,1200,42736,Subsequente,2016,Subsequente,CE,9210,42821.0,Convênio,20 a 24 anos,M,42996.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1365,1,3,2019-04-09 17:01:00,Técnico,2019/1,E,Evadidos,43101,23,Dentro do prazo,4797,Parda,20181,43564,1200,43101,Subsequente,2018,Subsequente,CE,9210,43164.0,Seleção Técnico,20 a 24 anos,M,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1368,1,1,2019-12-10 11:18:00,Graduação,2022/2,E,Evadidos,43466,27,Dentro do prazo,10316,Parda,20191,43809,2400,43466,Licenciatura,2019,Licenciatura,CE,9400,43521.0,Sisu,25 a 29 anos,F,43696.0,20191,8,120,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1369,1,2,2018-09-03 14:23:00,Graduação,2021/1,E,Evadidos,43101,23,Dentro do prazo,6920,Parda,20181,43346,2360,43101,Tecnologia,2018,Tecnologia,CE,9306,43164.0,Sisu,20 a 24 anos,M,43346.0,20181,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1370,1,1,2019-05-28 19:57:00,Graduação,2023/1,E,Evadidos,43466,20,Dentro do prazo,7685,Parda,20191,43613,2680,43466,Licenciatura,2019,Licenciatura,CE,9409,43521.0,Sisu,20 a 24 anos,M,43696.0,20191,9,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Quixelô
1371,3,4,2017-10-03 13:43:00,Técnico,2018/2,E,Evadidos,42370,20,Dentro do prazo,4827,Parda,20172,43011,3640,42742,Integrado,2016,Integrado,CE,9116,42996.0,Seleção Técnico,20 a 24 anos,F,43164.0,20161,6,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),3640,Iguatu,Não Retida,Iguatu
1372,1,1,2019-08-30 07:34:00,Graduação,2023/1,P,Evadidos,43472,24,Dentro do prazo,10316,Parda,20192,43707,2400,43472,Licenciatura,2019,Licenciatura,CE,9400,43696.0,Sisu,20 a 24 anos,F,43864.0,20192,8,120,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1381,1,1,2019-04-01 12:31:00,Técnico,2020/1,E,Evadidos,43466,20,Dentro do prazo,4807,Não dispõe da informação,20191,43556,1200,43466,Subsequente,2019,Subsequente,CE,9226,43521.0,Seleção Técnico,20 a 24 anos,F,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1383,1,1,2017-05-23 00:00:00,Técnico,2019/2,M,Evadidos,42736,18,Dentro do prazo,4817,Parda,20171,42878,3640,42736,Integrado,2017,Integrado,CE,9113,42821.0,Seleção Técnico,15 a 19 anos,F,42996.0,20171,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1384,1,1,2018-09-19 00:00:00,Técnico,2019/2,E,Evadidos,43107,22,Dentro do prazo,4797,Parda,20182,43362,1200,43107,Subsequente,2018,Subsequente,CE,9210,43346.0,Seleção Técnico,20 a 24 anos,M,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1387,1,1,2018-08-13 08:02:00,Graduação,2022/2,E,Evadidos,43107,21,Dentro do prazo,7685,Preta,20182,43325,3160,43107,Licenciatura,2018,Licenciatura,CE,9409,43346.0,Sisu,20 a 24 anos,F,43521.0,20182,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Quixelô
1393,1,1,2019-03-07 15:13:00,Graduação,2022/1,E,Evadidos,43466,19,Dentro do prazo,6920,Parda,20191,43531,2360,43466,Tecnologia,2019,Tecnologia,CE,9306,43521.0,Sisu,15 a 19 anos,M,43696.0,20191,7,80,Regular,Regular,Jovem (<= 19 anos),2440,Iguatu,Não Retida,Saboeiro
1400,1,1,2017-09-27 16:40:00,Técnico,2018/2,E,Evadidos,42742,23,Dentro do prazo,4778,Branca,20172,43005,1200,42742,Subsequente,2017,Subsequente,CE,9212,42996.0,Seleção Técnico,20 a 24 anos,M,43164.0,20172,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1402,1,2,2016-10-04 15:02:00,Técnico,2017/1,M,Evadidos,42370,23,Dentro do prazo,4797,Parda,20162,42647,1200,42376,Subsequente,2016,Subsequente,CE,9210,42604.0,Transferência Interna,20 a 24 anos,M,42821.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Pedra Branca
1404,1,3,2019-04-02 07:39:00,Graduação,2022/1,E,Evadidos,43101,32,Dentro do prazo,7685,Branca,20181,43557,3160,43101,Licenciatura,2018,Licenciatura,CE,9409,43164.0,Diplomado,30 a 34 anos,M,43346.0,20181,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Iguatu
1405,1,2,2018-10-19 15:41:00,Técnico,2019/1,E,Evadidos,43101,23,Dentro do prazo,4797,Parda,20181,43392,1200,43101,Subsequente,2018,Subsequente,CE,9210,43164.0,Seleção Técnico,20 a 24 anos,M,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1407,1,1,2017-04-12 17:15:00,Graduação,2020/2,F,Evadidos,42736,22,Dentro do prazo,4487,Parda,20171,42837,2680,42736,Bacharelado,2017,Bacharelado,CE,9500,42821.0,Sisu,20 a 24 anos,M,42996.0,20171,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Quixelô
1408,1,1,2015-10-21 18:04:00,Graduação,2018/2,E,Evadidos,42011,28,Dentro do prazo,2967,Parda,20152,42298,2520,42011,Tecnologia,2015,Tecnologia,CE,9306,42296.0,Sisu,25 a 29 anos,F,42445.0,20152,7,0,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1409,1,4,2020-01-10 14:06:00,Graduação,2021/2,E,Evadidos,43107,20,Dentro do prazo,6920,Parda,20182,43840,2360,43107,Tecnologia,2018,Tecnologia,CE,9306,43346.0,Sisu,20 a 24 anos,F,43521.0,20182,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Aurora
1412,1,2,2019-09-27 11:21:00,Técnico,2021/2,M,Evadidos,43466,16,Dentro do prazo,4817,Branca,20192,43735,3640,43472,Integrado,2019,Integrado,CE,9113,43696.0,Transferência Externa,15 a 19 anos,F,43864.0,20191,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1415,1,1,2019-05-28 19:57:00,Graduação,2023/1,E,Evadidos,43466,20,Dentro do prazo,7685,Parda,20191,43613,2680,43466,Licenciatura,2019,Licenciatura,CE,9409,43521.0,Sisu,20 a 24 anos,F,43696.0,20191,9,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Quixelô
1416,3,3,2016-10-04 10:08:00,Técnico,2016/2,E,Evadidos,42011,25,Dentro do prazo,4738,Parda,20162,42647,1200,42376,Subsequente,2015,Subsequente,CE,9205,42604.0,Seleção Técnico,25 a 29 anos,F,42821.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Quixelô
1418,7,6,2018-10-17 15:45:00,Graduação,2018/2,E,Evadidos,42011,27,Dentro do prazo,2967,Parda,20181,43390,2520,43101,Tecnologia,2015,Tecnologia,CE,9306,43164.0,Sisu,25 a 29 anos,M,43346.0,20152,7,0,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1419,1,3,2017-06-27 12:41:00,Técnico,2017/1,E,Evadidos,42370,21,Dentro do prazo,4797,Parda,20161,42913,1200,42370,Subsequente,2016,Subsequente,CE,9210,42445.0,Seleção Técnico,20 a 24 anos,F,42604.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Jucás
1421,1,2,2016-05-18 17:19:00,Técnico,2016/2,E,Evadidos,42011,32,Dentro do prazo,4738,Parda,20152,42508,1200,42011,Subsequente,2015,Subsequente,CE,9205,42297.0,Seleção Técnico,30 a 34 anos,F,42445.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Quixelô
1422,1,1,2017-04-05 17:34:00,Técnico,2017/2,E,Evadidos,42376,25,Dentro do prazo,4807,Parda,20162,42830,1200,42376,Subsequente,2016,Subsequente,CE,9226,42604.0,Seleção Técnico,25 a 29 anos,F,42821.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Acopiara
1423,1,2,2016-10-05 15:39:00,Técnico,2017/1,E,Evadidos,42370,25,Dentro do prazo,4767,Não dispõe da informação,20162,42648,800,42376,Subsequente,2016,Subsequente,CE,9200,42604.0,Seleção Técnico,25 a 29 anos,M,42821.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1424,3,2,2016-06-06 10:38:00,Graduação,2019/1,E,Evadidos,42011,30,Dentro do prazo,3344,Parda,20161,42527,2840,42370,Licenciatura,2015,Licenciatura,CE,9409,42445.0,Sisu,30 a 34 anos,M,42604.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2840,Iguatu,Não Retida,Iguatu
1426,3,3,2017-04-06 00:00:00,Técnico,2018/2,M,Evadidos,42370,23,Dentro do prazo,4817,Parda,20171,42831,3640,42736,Integrado,2016,Integrado,CE,9113,42821.0,Seleção Técnico,20 a 24 anos,M,42996.0,20161,6,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),3640,Iguatu,Não Retida,Piquet Carneiro
1428,1,1,2016-04-25 00:00:00,Técnico,2018/2,P,Evadidos,42370,19,Dentro do prazo,4827,Branca,20161,42485,3640,42370,Integrado,2016,Integrado,CE,9116,42445.0,Seleção Técnico,15 a 19 anos,F,42604.0,20161,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1429,1,2,2019-09-13 15:01:00,Graduação,2022/2,E,Evadidos,43466,46,Dentro do prazo,4487,Parda,20191,43721,2680,43466,Bacharelado,2019,Bacharelado,CE,9500,43521.0,Sisu,45 a 49 anos,F,43696.0,20191,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1430,1,1,2019-04-02 15:11:00,Técnico,2020/1,E,Evadidos,43466,19,Dentro do prazo,4778,Branca,20191,43557,1200,43466,Subsequente,2019,Subsequente,CE,9212,43521.0,Seleção Técnico,15 a 19 anos,F,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),1200,Iguatu,Não Retida,Quixelô
1432,1,2,2019-09-13 15:01:00,Técnico,2020/1,F,Evadidos,43466,26,Dentro do prazo,4797,Branca,20191,43721,1200,43466,Subsequente,2019,Subsequente,CE,9210,43521.0,Seleção Técnico,25 a 29 anos,F,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1434,1,2,2019-04-09 17:01:00,Técnico,2019/2,E,Evadidos,43107,22,Dentro do prazo,4738,Parda,20182,43564,1200,43107,Subsequente,2018,Subsequente,CE,9205,43346.0,Seleção Técnico,20 a 24 anos,M,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Acopiara
1435,1,4,2019-09-13 15:01:00,Graduação,2021/2,E,Evadidos,43101,20,Dentro do prazo,4487,Parda,20181,43721,2680,43101,Bacharelado,2018,Bacharelado,CE,9500,43164.0,Sisu,20 a 24 anos,F,43346.0,20181,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Quixelô
1436,3,2,2019-04-02 07:39:00,Graduação,2022/1,E,Evadidos,43107,28,Dentro do prazo,4487,Parda,20191,43557,2680,43466,Bacharelado,2018,Bacharelado,CE,9500,43521.0,Sisu,25 a 29 anos,M,43696.0,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1437,1,2,2016-10-05 17:16:00,Técnico,2017/1,E,Evadidos,42370,25,Dentro do prazo,4767,Branca,20162,42648,800,42376,Subsequente,2016,Subsequente,CE,9200,42604.0,Seleção Técnico,25 a 29 anos,M,42821.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1438,1,1,2018-08-15 14:15:00,Graduação,2022/2,E,Evadidos,43107,20,Dentro do prazo,7685,Parda,20182,43327,3160,43107,Licenciatura,2018,Licenciatura,CE,9409,43346.0,Sisu,20 a 24 anos,F,43521.0,20182,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Icó
1439,1,1,2019-03-07 14:01:00,Graduação,2023/1,P,Evadidos,43466,19,Dentro do prazo,7685,Parda,20191,43531,2680,43466,Licenciatura,2019,Licenciatura,CE,9409,43521.0,Sisu,15 a 19 anos,F,43696.0,20191,9,0,Regular,Regular,Jovem (<= 19 anos),2680,Iguatu,Não Retida,Iguatu
1447,1,1,2018-03-07 09:54:00,Graduação,2022/1,E,Evadidos,43101,21,Dentro do prazo,7685,Branca,20181,43166,3160,43101,Licenciatura,2018,Licenciatura,CE,9409,43164.0,Sisu,20 a 24 anos,M,43346.0,20181,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Cariús
1449,3,3,2018-03-05 00:00:00,Graduação,2020/1,E,Evadidos,42736,24,Dentro do prazo,6920,Branca,20181,43164,2360,43101,Tecnologia,2017,Tecnologia,CE,9306,43164.0,Sisu,20 a 24 anos,M,43346.0,20171,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1450,1,2,2019-09-13 15:01:00,Técnico,2020/1,E,Evadidos,43466,24,Dentro do prazo,4797,Parda,20191,43721,1200,43466,Subsequente,2019,Subsequente,CE,9210,43521.0,Seleção Técnico,20 a 24 anos,F,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1452,1,2,2019-05-17 08:46:00,Técnico,2019/1,M,Evadidos,43101,17,Dentro do prazo,6799,Parda,20181,43602,3440,43101,Integrado,2018,Integrado,CE,9117,43164.0,Seleção Técnico,15 a 19 anos,M,43521.0,20181,3,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3440,Iguatu,Não Retida,Iguatu
1455,1,2,2019-04-05 08:31:00,Técnico,2019/2,E,Evadidos,43107,21,Dentro do prazo,4807,Parda,20182,43560,1200,43107,Subsequente,2018,Subsequente,CE,9226,43346.0,Seleção Técnico,20 a 24 anos,F,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Tarrafas
1457,1,2,2017-10-02 16:53:00,Técnico,2018/1,E,Evadidos,42736,23,Dentro do prazo,4807,Parda,20172,43010,1200,42742,Subsequente,2017,Subsequente,CE,9226,42996.0,Seleção Técnico,20 a 24 anos,F,43164.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Cariús
1460,1,2,2019-09-13 15:01:00,Técnico,2020/1,E,Evadidos,43466,21,Dentro do prazo,4797,Branca,20191,43721,1200,43466,Subsequente,2019,Subsequente,CE,9210,43521.0,Seleção Técnico,20 a 24 anos,F,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Jucás
1462,1,1,2019-03-21 15:48:00,Técnico,2021/2,M,Evadidos,43466,16,Dentro do prazo,4817,Parda,20191,43545,3640,43466,Integrado,2019,Integrado,CE,9113,43521.0,Seleção Técnico,15 a 19 anos,M,43696.0,20191,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1463,3,2,2019-03-12 10:15:00,Graduação,2022/1,E,Evadidos,43107,22,Dentro do prazo,10316,Parda,20191,43536,2400,43466,Licenciatura,2018,Licenciatura,CE,9400,43521.0,Sisu,20 a 24 anos,F,43696.0,20182,8,120,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Saboeiro
1464,1,1,2018-09-20 12:09:00,Técnico,2019/2,E,Evadidos,43107,21,Dentro do prazo,4778,Parda,20182,43363,1200,43107,Subsequente,2018,Subsequente,CE,9212,43346.0,Seleção Técnico,20 a 24 anos,M,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Várzea Alegre
1467,1,1,2018-03-26 12:27:00,Graduação,2021/2,E,Evadidos,43101,22,Dentro do prazo,10316,Branca,20181,43185,2400,43101,Licenciatura,2018,Licenciatura,CE,9400,43164.0,Sisu,20 a 24 anos,M,43346.0,20181,8,120,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1471,1,1,2018-07-24 11:53:00,Técnico,2020/2,P,Evadidos,43101,17,Dentro do prazo,4827,Não dispõe da informação,20181,43305,3640,43101,Integrado,2018,Integrado,CE,9116,43164.0,Transferência Interna,15 a 19 anos,F,43346.0,20181,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Fortaleza
1472,1,2,2018-10-19 20:17:00,Técnico,2019/1,E,Evadidos,43101,22,Dentro do prazo,4767,Branca,20181,43392,800,43101,Subsequente,2018,Subsequente,CE,9200,43164.0,Seleção Técnico,20 a 24 anos,F,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Acopiara
1473,1,1,2017-04-20 14:39:00,Técnico,2018/1,E,Evadidos,42736,24,Dentro do prazo,4738,Parda,20171,42845,1200,42736,Subsequente,2017,Subsequente,CE,9205,42821.0,Seleção Técnico,20 a 24 anos,F,42996.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Quixelô
1476,3,3,2016-07-19 14:45:00,Graduação,2018/2,P,Evadidos,42005,25,Dentro do prazo,4487,Não dispõe da informação,20161,42570,2680,42370,Bacharelado,2015,Bacharelado,CE,9500,42445.0,Sisu,25 a 29 anos,F,42604.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1485,7,7,2018-10-19 15:41:00,Graduação,2019/1,E,Evadidos,42011,23,Dentro do prazo,4487,Parda,20182,43392,2680,43107,Bacharelado,2015,Bacharelado,CE,9500,43346.0,Sisu,20 a 24 anos,F,43521.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1486,1,1,2018-09-20 12:46:00,Técnico,2019/2,E,Evadidos,43107,22,Dentro do prazo,4797,Amarela,20182,43363,1200,43107,Subsequente,2018,Subsequente,CE,9210,43346.0,Seleção Técnico,20 a 24 anos,F,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Orós
1488,5,6,2017-11-01 08:46:00,Graduação,2018/1,P,Evadidos,42005,24,Dentro do prazo,2967,Branca,20172,43040,2520,42742,Tecnologia,2015,Tecnologia,CE,9306,42996.0,Sisu,20 a 24 anos,M,43164.0,20151,7,0,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1489,1,2,2019-04-09 17:01:00,Técnico,2019/2,E,Evadidos,43107,32,Dentro do prazo,4787,Parda,20182,43564,1040,43107,Subsequente,2018,Subsequente,CE,9207,43346.0,Seleção Técnico,30 a 34 anos,M,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Icó
1491,1,2,2019-11-21 18:44:00,Graduação,2022/2,E,Evadidos,43466,23,Dentro do prazo,4487,Parda,20191,43790,2680,43466,Bacharelado,2019,Bacharelado,CE,9500,43521.0,Sisu,20 a 24 anos,F,43696.0,20191,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Jucás
