,Fluxo Escolar - Label,Campus (Nome),Matrícula retida?,Ingressantes em (Período Letivo),Modalidade do Curso,Nível de Ensino,Tipo de Modalidade (grupo),Cidade Aluno,Cód. da Matriz,Cód. do Curso,Data Final Período,Data Início Período,Data Última Alteração Matrícula,Dt Ref Início Matrícula,Dt Ref Início Período Letivo,Estado Aluno,Estrutura Etária,Etnia,Faixa Etária,Forma de Ingresso,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Num Seq deste Período Letivo,Periodo Letivo (Num),Previsão de Término (Letivo),Reserva vaga,Sexo,Tipo de Modalidade,Tipo_Escola_Origem,É matrícula retida neste período letivo?,Última Alteração de Situação,CH,CH. Disc. Obrigatórias,CH. Disc. Optativas,Duracao curso,Idade (Hoje),Periodos Cursados
715,Formados,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-11-16,2017-05-15,2017-11-01,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2016/2,"L5 Esc Publica, Indep. Renda",F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,23,3
730,Formados,Acaraú,Fora do prazo,20152,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2019-05-22,2018-11-26,2019-03-20,2015-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2015,7,20182,2017/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2019-03-20,1240,1240,0,4,23,7
731,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,22,2
735,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,24,2
753,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,28,1
763,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7275,111022,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,23,1
769,Formados,Acaraú,Dentro do prazo,20171,Fic,Básico,Regular,Acaraú,7275,111022,2018-11-26,2017-11-16,2018-05-16,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2017,1,20172,2017/2,Não possui,M,Regular,E,Não Retida,2018-05-16,160,160,0,2,23,2
783,Formados,Acaraú,Fora do prazo,20182,Fic,Básico,Regular,Acaraú,7275,111022,2019-05-22,2018-11-26,2019-10-18,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,40 a 44 anos,Seleção Extensão,Fic,2018,1,20182,2019/1,Não possui,F,Regular,E,Não Retida,2019-10-18,160,160,0,2,44,2
792,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Amarela,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,24,2
800,Formados,Acaraú,Fora do prazo,20182,Subsequente,Técnico,Educação Profissional,Cruz,7083,11204,2019-10-31,2019-05-22,2019-10-18,2018-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2018,3,20191,2019/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2019-10-18,800,800,0,2,21,2
811,Formados,Acaraú,Fora do prazo,20162,Especialização,Pós-graduação,Regular,Bela Cruz,6991,11700,2019-09-14,2018-08-24,2019-02-26,2016-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Seleção Pós-graduação,Especialização,2016,5,20181,2016/2,Não possui,F,Regular,F,Retida,2019-02-26,360,360,0,1,28,3
816,Formados,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2019-10-31,2019-05-22,2019-10-18,2016-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,7,20191,2017/2,Ampla Concorrência,M,Educação Profissional,E,Retida,2019-10-18,1480,1480,0,4,22,7
835,Formados,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7274,111021,2017-11-16,2017-05-22,2017-10-25,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,M,Regular,P,Retida,2017-10-25,160,160,0,2,26,2
841,Formados,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-05-15,2016-11-16,2017-04-19,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-04-19,800,800,0,2,24,2
843,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,24,1
872,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-10-18,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2016-10-18,160,160,0,2,26,1
877,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-10-18,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,45 a 49 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,M,Regular,E,Não Retida,2016-10-18,160,160,0,2,45,1
906,Formados,Acaraú,Dentro do prazo,20181,Fic,Básico,Regular,Acaraú,7276,111023,2018-11-26,2018-06-12,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2018,1,20181,2018/2,Não possui,M,Regular,E,Não Retida,2019-05-09,160,160,0,2,26,2
907,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,M,Regular,E,Não Retida,2016-05-27,160,160,0,2,27,1
911,Formados,Acaraú,Dentro do prazo,20162,Especialização,Pós-graduação,Regular,Acaraú,6991,11700,2018-08-24,2017-03-17,2018-03-17,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Parda,35 a 39 anos,Seleção Pós-graduação,Especialização,2016,1,20162,2016/2,Não possui,F,Regular,F,Não Retida,2018-03-17,360,360,0,1,35,1
912,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,34,2
916,Formados,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2016/2,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,24,3
929,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-06-04,2017-11-16,2018-11-09,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-11-09,800,800,0,2,23,2
932,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,9884,11205,2018-06-04,2017-11-16,2019-10-18,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-10-18,1240,1240,0,4,25,4
942,Formados,Acaraú,Dentro do prazo,20181,Fic,Básico,Regular,Cruz,7276,111023,2018-11-26,2018-06-12,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,20 a 24 anos,Seleção Extensão,Fic,2018,1,20181,2018/2,Não possui,F,Regular,E,Não Retida,2019-05-09,160,160,0,2,23,2
954,Formados,Acaraú,Fora do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-11-16,2017-05-15,2017-11-01,2015-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2015,5,20171,2016/2,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,1480,1480,0,4,25,5
960,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,23,1
961,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-10-18,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2016-10-18,160,160,0,2,28,1
976,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-11-26,2018-06-04,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,23,2
986,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,22,2
987,Formados,Acaraú,Fora do prazo,20151,Licenciatura,Graduação,Regular,Itarema,4017,11400,2019-10-31,2019-05-22,2019-11-20,2015-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2015,9,20191,2018/2,Ampla Concorrência,M,Regular,E,Retida,2019-11-20,2960,2960,0,8,23,9
989,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7275,111022,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,35 a 39 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,35,1
992,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-10-18,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,M,Regular,E,Não Retida,2016-10-18,160,160,0,2,24,1
993,Formados,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2018-06-04,2017-11-16,2018-05-16,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-05-16,800,800,0,2,22,1
1004,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7275,111022,2016-11-23,2016-07-11,2016-10-18,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,M,Regular,E,Não Retida,2016-10-18,160,160,0,2,29,1
1008,Formados,Acaraú,Dentro do prazo,20191,Fic,Básico,Regular,Marco,7274,111021,2019-11-04,2019-05-22,2019-10-18,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,20 a 24 anos,Seleção Extensão,Fic,2019,1,20191,2019/2,Não possui,F,Regular,E,Não Retida,2019-10-18,160,160,0,2,20,1
1036,Formados,Acaraú,Dentro do prazo,20191,Fic,Básico,Regular,Acaraú,7274,111021,2019-11-04,2019-05-22,2019-10-18,2019-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,20 a 24 anos,Seleção Extensão,Fic,2019,1,20191,2019/2,Não possui,F,Regular,E,Não Retida,2019-10-18,160,160,0,2,20,1
1054,Formados,Acaraú,Fora do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2018-11-26,2018-06-04,2019-10-18,2017-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,3,20181,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-10-18,1480,1480,0,4,21,5
1055,Formados,Acaraú,Dentro do prazo,20171,Fic,Básico,Regular,Itarema,7276,111023,2017-11-16,2017-05-22,2018-05-16,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2017,1,20171,2017/2,Ampla Concorrência,F,Regular,E,Não Retida,2018-05-16,160,160,0,2,23,2
1071,Formados,Acaraú,Fora do prazo,20182,Fic,Básico,Regular,Acaraú,7275,111022,2019-05-22,2018-11-26,2019-10-18,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Extensão,Fic,2018,1,20182,2019/1,Não possui,F,Regular,E,Não Retida,2019-10-18,160,160,0,2,20,2
1079,Formados,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-05-15,2016-11-16,2017-04-19,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2017-04-19,800,800,0,2,22,2
1080,Formados,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-11-16,2017-05-15,2018-05-16,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-05-16,800,800,0,2,21,2
1097,Formados,Acaraú,Fora do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-11-16,2017-05-15,2019-10-18,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,40 a 44 anos,Seleção Técnico,Subsequente,2017,1,20171,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-10-18,800,800,0,2,41,5
1099,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,27,2
1105,Formados,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Marco,7275,111022,2017-11-16,2017-05-22,2017-10-25,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,M,Regular,E,Retida,2017-10-25,160,160,0,2,29,2
1135,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,21,2
1138,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2017-11-16,2017-05-15,2017-11-01,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/1,Ampla Concorrência,M,Educação Profissional,E,Retida,2017-11-01,800,800,0,2,34,2
1157,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2019-05-22,2018-11-26,2019-05-09,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,24,2
1168,Formados,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2018-06-04,2017-11-16,2018-05-16,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-05-16,800,800,0,2,24,1
1199,Formados,Acaraú,Dentro do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2017-05-15,2016-11-16,2017-04-19,2015-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Seleção Técnico,Subsequente,2015,3,20162,2016/2,"L6 Esc Publica, Indep. Renda, Raca",F,Educação Profissional,E,Não Retida,2017-04-19,1240,1240,0,4,31,4
1222,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-06-04,2017-11-16,2018-11-09,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-11-09,800,800,0,2,22,2
1234,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Bela Cruz,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,M,Não Retida,2016-05-27,160,160,0,2,27,1
1239,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,28,1
1248,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-06-04,2017-11-16,2018-11-09,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-11-09,800,800,0,2,25,2
1256,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,20,2
1258,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2018-11-09,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,3,20181,2018/1,Ampla Concorrência,F,Educação Profissional,E,Retida,2018-11-09,800,800,0,2,20,2
1289,Formados,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2017-05-15,2016-11-16,2017-04-19,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-04-19,800,800,0,2,27,2
1295,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-06-04,2017-11-16,2019-05-08,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-08,800,800,0,2,23,3
1316,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Itarema,7083,11204,2018-06-04,2017-11-16,2019-05-08,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2018/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-08,800,800,0,2,22,3
1321,Formados,Acaraú,Dentro do prazo,20171,Fic,Básico,Regular,Acaraú,7274,111021,2018-06-12,2017-11-16,2018-05-16,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Seleção Extensão,Fic,2017,1,20172,2017/2,Não possui,F,Regular,M,Não Retida,2018-05-16,160,160,0,2,25,2
1322,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7276,111023,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,28,1
1328,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,21,2
1336,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,28,1
1337,Formados,Acaraú,Fora do prazo,20182,Fic,Básico,Regular,Acaraú,7275,111022,2019-05-22,2018-11-26,2019-10-18,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2018,1,20182,2019/1,Não possui,F,Regular,E,Não Retida,2019-10-18,160,160,0,2,20,2
1344,Formados,Acaraú,Dentro do prazo,20181,Fic,Básico,Regular,Itarema,7274,111021,2018-11-26,2018-06-12,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2018,1,20181,2018/2,Não possui,M,Regular,E,Não Retida,2019-05-09,160,160,0,2,25,2
1349,Formados,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Cruz,5929,11203,2019-05-22,2018-11-26,2019-10-18,2017-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2017,3,20182,2018/1,Ampla Concorrência,F,Educação Profissional,M,Retida,2019-10-18,800,800,0,2,24,4
1350,Formados,Acaraú,Dentro do prazo,20162,Fic,Básico,Regular,Acaraú,7276,111023,2017-05-22,2016-11-23,2017-04-13,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2017-04-13,160,160,0,2,31,1
1404,Formados,Acaraú,Fora do prazo,20162,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-10-31,2019-05-22,2019-10-18,2016-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,7,20191,2018/1,"L6 Esc Publica, Indep. Renda, Raca",F,Educação Profissional,E,Retida,2019-10-18,1080,1080,0,4,22,6
1405,Formados,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7276,111023,2017-05-22,2016-11-23,2017-04-13,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2016,1,20162,2016/2,Não possui,F,Regular,E,Não Retida,2017-04-13,160,160,0,2,26,2
1428,Formados,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7276,111023,2016-07-11,2016-02-03,2016-05-27,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,35 a 39 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,F,Regular,E,Não Retida,2016-05-27,160,160,0,2,39,1
1431,Formados,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2018-11-26,2018-06-04,2019-05-09,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2019-05-09,800,800,0,2,24,2
